word,yomi,syllables,season
キャンプ,きゃんぷ,3,summer
鏡太郎忌,きょうたろうき,6,summer
夾竹桃,きょうちくとう,6,summer
桐の花,きりのはな,5,summer
金魚,きんぎょ,3,summer
金魚売,きんぎょうり,5,summer
金魚草,きんぎょそう,5,summer
金魚玉,きんぎょだま,5,summer
祇園祭,ぎおんまつり,6,summer
羊蹄の花,ぎしぎしのはな,7,summer
擬宝珠の花,ぎぼうしのはな,7,summer
牛馬冷す,ぎゅうばひやす,6,summer
行水,ぎょうずい,4,summer
水鶏,くいな,3,summer
草いきれ,くさいきれ,5,summer
草孵蝣,くさかげろう,6,summer
草刈,くさかり,4,summer
草茂る,くさしげる,5,summer
草田男忌,くさたおき,5,summer
草取,くさとり,4,summer
草笛,くさぶえ,4,summer
草矢,くさや,3,summer
孔雀草,くじゃくそう,5,summer
薬玉,くすだま,4,summer
薬狩,くすりがり,5,summer
樟若葉,くすわかば,5,summer
葛饅頭,くずまんじゅう,6,summer
葛水,くずみず,4,summer
葛餅,くずもち,4,summer
梔子の花,くちなしのはな,7,summer
蜘蛛,くも,2,summer
雲の峰,くものみね,5,summer
海月,くらげ,3,summer
競馬,くらべうま,5,summer
鞍馬の竹伐,くらまのたけきり,8,summer
栗の花,くりのはな,5,summer
胡桃の花,くるみのはな,6,summer
黒鯛,くろだい,4,summer
黒南風,くろはえ,4,summer
桑の実,くわのみ,4,summer
グラジオラス,ぐらじおらす,6,summer
競渡,けいと,3,summer
罌栗の花,けしのはな,5,summer
罌栗坊主,けしぼうず,5,summer
毛虫,けむし,3,summer
螻蛄,けら,2,summer
健吉忌,けんきちき,5,summer
夏書,げがき,3,summer
夏至,げし,2,summer
蚰蜒,げじげじ,4,summer
月下美人,げっかびじん,6,summer
源五郎,げんごろう,5,summer
げんのしようこ,げんのしようこ,7,summer
原爆忌,げんばくき,5,summer
鯉幟,こいのぼり,5,summer
紅蜀葵,こうしょくき,5,summer
香水,こうすい,4,summer
蝙蝠,こうもり,4,summer
氷水,こおりみず,5,summer
金亀子,こがねむし,5,summer
穀象,こくぞう,4,summer
苔の花,こけのはな,5,summer
木下闇,こしたやみ,5,summer
子供の日,こどものひ,5,summer
木葉木菟,このはずく,5,summer
小判草,こばんそう,5,summer
駒繋,こまつなぎ,5,summer
駒鳥,こまどり,4,summer
米搗虫,こめつきむし,6,summer
更衣,ころもがえ,5,summer
昆虫採集,こんちゅうさいしゅう,8,summer
昆布刈る,こんぶかる,5,summer
五位鷺,ごいさぎ,4,summer
五月,ごがつ,3,summer
ごきぶり,ごきぶり,4,summer
極暑,ごくしょ,3,summer
胡麻の花,ごまのはな,5,summer
御来迎,ごらいごう,5,summer
鮴汁,ごりじる,4,summer
サイダー,さいだー,4,summer
早乙女,さおとめ,4,summer
鷺草,さぎそう,4,summer
桜の実,さくらのみ,5,summer
さくらんぼ,さくらんぼ,5,summer
皐月,さつき,3,summer
さつき,さつき,3,summer
五月富士,さつきふじ,5,summer
五月闇,さつきやみ,5,summer
早苗,さなえ,3,summer
早苗饗,さなぶり,4,summer
鯖,さば,2,summer
仙人掌の花,さぼてんのはな,7,summer
五月雨,さみだれ,4,summer
晒井,さらしい,4,summer
沙羅双樹,さらそうじゅ,5,summer
沙羅の花,さらのはな,5,summer
松蘿,さるおがせ,5,summer
百日紅,さるすべり,5,summer
サルビア,さるびあ,4,summer
サングラス,さんぐらす,5,summer
三光鳥,さんこうちょう,6,summer
三光鳥,さんこうちょう,6,summer
山椒魚,さんしょううお,6,summer
三社祭,さんじゃまつり,6,summer
撒水車,さんすいしゃ,5,summer
三伏,さんぷく,4,summer
サーフィン,さーふぃん,5,summer
石榴の花,ざくろのはな,6,summer
椎の花,しいのはな,5,summer
椎若葉,しいわかば,5,summer
鹿の子,しかのこ,4,summer
茂り,しげり,3,summer
四十雀,しじゅうから,5,summer
紫蘇,しそ,2,summer
滴り,したたり,4,summer
七月,しちがつ,4,summer
紙魚,しみ,2,summer
清水,しみず,3,summer
繍線菊,しもつけ,4,summer
著莪の花,しゃがのはな,5,summer
尺蠖,しゃくとり,4,summer
石楠花,しゃくなげ,4,summer
芍薬,しゃくやく,4,summer
蝦蛄,しゃこ,2,summer
秋櫻子忌,しゅうおうしき,6,summer
修司忌,しゅうじき,4,summer
楸邨忌,しゅうそんき,5,summer
棕櫚の花,しゅろのはな,5,summer
焼酎,しょうちゅう,4,summer
白菖,しょうぶ,3,summer
菖蒲酒,しょうぶざけ,5,summer
菖蒲葺く,しょうぶふく,5,summer
菖蒲湯,しょうぶゆ,4,summer
小満,しょうまん,4,summer
蟭螟,しょうめい,4,summer
初夏,しょか,2,summer
暑気中り,しょきあたり,5,summer
暑気払い,しょきばらい,5,summer
暑中見舞,しょちゅうみまい,6,summer
白鷺,しらさぎ,4,summer
白玉,しらたま,4,summer
紫蘭,しらん,3,summer
代掻く,しろかく,4,summer
白絣,しろがすり,5,summer
白靴,しろぐつ,4,summer
新藷,しんいも,4,summer
新樹,しんじゅ,3,summer
新茶,しんちゃ,3,summer
新緑,しんりょく,4,summer
森林浴,しんりんよく,6,summer
慈悲心鳥,じひしんちょう,6,summer
馬鈴薯の花,じゃがいものはな,7,summer
十薬,じゅうやく,4,summer
蓴菜,じゅんさい,4,summer
ジューンドロップ,じゅーんどろっぷ,7,summer
上布,じょうふ,3,summer
溽暑,じょくしょ,3,summer
海霧,じり,2,summer
甚平,じんべい,4,summer
西瓜,すいか,3,summer
忍冬の花,すいかずらのはな,8,summer
水中花,すいちゅうか,5,summer
水中眼鏡,すいちゅうめがね,7,summer
水飯,すいはん,4,summer
睡蓮,すいれん,4,summer
すぐり,すぐり,3,summer
鮓,すし,2,summer
涼し,すずし,3,summer
篠の子,すずのこ,4,summer
納涼,すずみ,3,summer
鈴蘭,すずらん,4,summer
すててこ,すててこ,4,summer
李,すもも,3,summer
諏訪の御柱祭,すわのおんばしらまつり,11,summer
盛夏,せいか,3,summer
石菖,せきしょう,4,summer
石竹,せきちく,4,summer
雪渓,せっけい,4,summer
蟬,せみ,2,summer
蝉丸忌,せみまるき,5,summer
セル,せる,2,summer
千日草,せんにちそう,6,summer
扇風機,せんぷうき,5,summer
宗吾忌,そうごき,4,summer
蒼朮を焚く,そうじゅつをたく,7,summer
走馬灯,そうまとう,5,summer
蚕豆,そらまめ,4,summer
ソーダ水,そーだすい,5,summer
泰山木の花,たいざんぼくのはな,9,summer
大暑,たいしょ,3,summer
田植,たうえ,3,summer
多佳子忌,たかこき,4,summer
たかし忌,たかしき,4,summer
簟,たかむしろ,5,summer
滝,たき,2,summer
滝浴び,たきあび,4,summer
薪能,たきぎのう,5,summer
滝殿,たきどの,4,summer
田草取,たぐさとり,5,summer
竹落葉,たけおちば,5,summer
竹煮草,たけにぐさ,5,summer
竹の皮脱ぐ,たけのかわぬぐ,7,summer
筍,たけのこ,4,summer
筍飯,たけのこめし,6,summer
蛸,たこ,2,summer
蓼,たで,2,summer
霊棚,たまだな,4,summer
玉葱,たまねぎ,4,summer
玉巻く芭蕉,たままくばしょう,7,summer
玉虫,たまむし,4,summer
田水沸く,たみずわく,5,summer
端午,たんご,3,summer
橙の花,だいだいのはな,7,summer
ダリア,だりあ,3,summer
竹婦人,ちくふじん,5,summer
父の日,ちちのひ,4,summer
縮布,ちぢみふ,4,summer
粽,ちまき,3,summer
月見草,つきみそう,5,summer
筑摩祭,つくままつり,6,summer
筒鳥,つつどり,4,summer
燕の子,つばめのこ,5,summer
梅雨,つゆ,2,summer
梅雨明,つゆあけ,4,summer
梅雨寒,つゆさむ,4,summer
梅雨茸,つゆだけ,4,summer
梅雨晴,つゆばれ,4,summer
釣忍,つりしのぶ,5,summer
釣堀,つりぼり,4,summer
鉄線花,てつせんか,5,summer
繍毬花,てまりばな,5,summer
天瓜粉,てんかふん,5,summer
石花菜採る,てんぐさとる,6,summer
天神祭,てんじんまつり,7,summer
天道虫,てんとうむし,6,summer
梯梧の花,でいごのはな,6,summer
出水,でみず,3,summer
伝教会,でんぎょうえ,5,summer
籐椅子,とういす,4,summer
玉蜀黍の花,とうもろこしのはな,9,summer
通し鴨,とおしがも,5,summer
蜥蜴,とかげ,3,summer
時の記念日,ときのきねんび,7,summer
常磐木落葉,ときわぎおちば,7,summer
時計草,とけいそう,5,summer
心太,ところてん,5,summer
登山,とざん,3,summer
橡の花,とちのはな,5,summer
飛魚,とびうお,4,summer
とべら,とべら,3,summer
海桐の花,とべらのはな,6,summer
トマト,とまと,3,summer
虎が雨,とらがあめ,5,summer
虎鶫,とらつぐみ,5,summer
虎尾草,とらのお,4,summer
蜻蛉,とんぼ,3,summer
蜻蛉生れる,とんぼうまれる,7,summer
泥鰌,どじょう,3,summer
泥鰌鍋,どじょうなべ,5,summer
土用,どよう,3,summer
土用鰻,どよううなぎ,6,summer
土用蜆,どようしじみ,6,summer
土用波,どようなみ,5,summer
ナイター,ないたー,4,summer
名越の祓,なごしのはらえ,7,summer
茄子,なす,2,summer
茄子漬,なすづけ,4,summer
茄子苗,なすなえ,4,summer
茄子の鴫焼,なすのしぎやき,7,summer
茄子の花,なすのはな,5,summer
菜種刈,なたねかり,5,summer
夏,なつ,2,summer
夏薊,なつあざみ,5,summer
夏帯,なつおび,4,summer
夏鴨,なつがも,4,summer
夏菊,なつぎく,4,summer
夏銀河,なつぎんが,5,summer
夏草,なつくさ,4,summer
夏桑,なつぐわ,4,summer
夏木立,なつこだち,5,summer
夏蚕,なつご,3,summer
夏衣,なつごろも,5,summer
夏座敷,なつざしき,5,summer
夏座蒲団,なつざぶとん,6,summer
夏芝居,なつしばい,5,summer
夏シャツ,なつしゃつ,4,summer
夏足袋,なつたび,4,summer
夏大根,なつだいこん,6,summer
夏燕,なつつばめ,5,summer
夏手袋,なつてぶくろ,6,summer
夏葱,なつねぎ,4,summer
夏野,なつの,3,summer
夏の暁,なつのあかつき,7,summer
夏の雨,なつのあめ,5,summer
夏の海,なつのうみ,5,summer
夏の風邪,なつのかぜ,5,summer
夏の川,なつのかわ,5,summer
夏の雲,なつのくも,5,summer
夏の潮,なつのしお,5,summer
夏の空,なつのそら,5,summer
夏の蝶,なつのちょう,5,summer
夏の月,なつのつき,5,summer
夏の果,なつのはて,5,summer
夏の日,なつのひ,4,summer
夏の燈,なつのひ,4,summer
夏の星,なつのほし,5,summer
夏の虫,なつのむし,5,summer
夏の山,なつのやま,5,summer
夏の夕,なつのゆう,5,summer
夏の夜,なつのよ,4,summer
夏暖簾,なつのれん,5,summer
夏萩,なつはぎ,4,summer
夏羽織,なつばおり,5,summer
夏袴,なつばかま,5,summer
夏場所,なつばしょ,4,summer
夏服,なつふく,4,summer
夏蒲団,なつぶとん,5,summer
夏遍路,なつへんろ,5,summer
夏帽子,なつぼうし,5,summer
夏めく,なつめく,4,summer
夏館,なつやかた,5,summer
夏休み,なつやすみ,5,summer
夏瘦,なつやせ,4,summer
夏蓬,なつよもぎ,5,summer
夏料理,なつりょうり,5,summer
夏炉,なつろ,3,summer
夏蕨,なつわらび,5,summer
鯰,なまず,3,summer
蛞蝓,なめくじ,4,summer
業平忌,なりひらき,5,summer
南天の花,なんてんのはな,7,summer
濁り鮒,にごりぶな,5,summer
西日,にしび,3,summer
虹,にじ,2,summer
日日草,にちにちそう,6,summer
日射病,にっしゃびょう,5,summer
入梅,にゅうばい,4,summer
韮の花,にらのはな,5,summer
捩花,ねじばな,4,summer
熱帯魚,ねったいぎょ,5,summer
寝冷え,ねびえ,3,summer
合歓の花,ねむのはな,5,summer
練供養,ねりくよう,5,summer
凌霄の花,のうぜんのはな,7,summer
幟,のぼり,3,summer
野馬追,のまおい,4,summer
蚤,のみ,2,summer
羽蟻,はあり,3,summer
ハイビスカス,はいびすかす,6,summer
蠅,はえ,2,summer
蠅取,はえとり,4,summer
蠅虎,はえとりぐも,6,summer
蠅除,はえよけ,4,summer
博多祇園山笠,はかたぎおんやまかさ,10,summer
薄暑,はくしょ,3,summer
白夜,はくや,3,summer
箱庭,はこにわ,4,summer
箱眼鏡,はこめがね,5,summer
葉桜,はざくら,4,summer
端居,はしい,3,summer
蓮の浮葉,はすのうきは,6,summer
蓮の花,はすのはな,5,summer
蓮見,はすみ,3,summer
巴旦杏,はたんきょう,5,summer
裸,はだか,3,summer
跣足,はだし,3,summer
肌脱,はだぬぎ,4,summer
麨,はったい,4,summer
初鰹,はつがつお,5,summer
花氷,はなごおり,5,summer
花茣蓙,はなござ,4,summer
花菖蒲,はなしょうぶ,5,summer
花橘,はなたちばな,6,summer
花火,はなび,3,summer
羽抜鳥,はぬけどり,5,summer
帚木,ははきぎ,4,summer
母の日,ははのひ,4,summer
浜豌豆,はまえんどう,6,summer
はまごう,はまごう,4,summer
玫瑰,はまなす,4,summer
浜昼顔,はまひるがお,6,summer
浜防風,はまぼうふう,6,summer
浜木綿の花,はまゆふのはな,7,summer
鱧,はも,2,summer
葉柳,はやなぎ,4,summer
ハンカチの花,はんかちのはな,7,summer
半夏生,はんげしょう,5,summer
半夏生草,はんげしょうぐさ,7,summer
半ズボン,はんずぼん,5,summer
斑猫,はんみょう,4,summer
ハンモック,はんもっく,5,summer
芭蕉の花,ばしょうのはな,6,summer
バナナ,ばなな,3,summer
薔薇,ばら,2,summer
茨の花,ばらのはな,5,summer
鷭,ばん,2,summer
晩夏,ばんか,3,summer
万緑,ばんりょく,4,summer
パイナップル,ぱいなっぷる,6,summer
パセリ,ぱせり,3,summer
パリ祭,ぱりさい,4,summer
射干,ひおうぎ,4,summer
日傘,ひがさ,3,summer
日雀,ひがら,3,summer
蟇,ひきがえる,5,summer
緋鯉,ひごい,3,summer
日盛,ひざかり,4,summer
菱の花,ひしのはな,5,summer
避暑,ひしょ,2,summer
旱,ひでり,3,summer
単衣,ひとえ,3,summer
一つ葉,ひとつば,4,summer
火取虫,ひとりむし,5,summer
雛罌栗,ひなげし,4,summer
日向水,ひなたみず,5,summer
向日葵,ひまわり,4,summer
姫女菀,ひめじょおん,5,summer
百日草,ひゃくにちそう,6,summer
日焼,ひやけ,3,summer
冷酒,ひやざけ,4,summer
冷し瓜,ひやしうり,5,summer
冷し中華,ひやしちゅうか,6,summer
冷汁,ひやしる,4,summer
冷索麺,ひやそうめん,6,summer
冷麦,ひやむぎ,4,summer
冷奴,ひややっこ,5,summer
雹,ひょう,2,summer
氷菓,ひょうか,3,summer
日除,ひよけ,3,summer
蛭,ひる,2,summer
昼顔,ひるがお,4,summer
昼寝,ひるね,3,summer
蛭蓆,ひるむしろ,5,summer
枇杷,びわ,2,summer
ビーチパラソル,びーちぱらそる,7,summer
ビール,びーる,3,summer
風知草,ふうちそう,5,summer
風蘭,ふうらん,4,summer
風鈴,ふうりん,4,summer
蕗,ふき,2,summer
噴井,ふきい,3,summer
袋掛,ふくろかけ,5,summer
袋角,ふくろづの,5,summer
不死男忌,ふじおき,4,summer
富士詣,ふじもうで,5,summer
太藺,ふとい,3,summer
船遊び,ふなあそび,5,summer
船虫,ふなむし,4,summer
船料理,ふなりょうり,5,summer
海蘿,ふのり,3,summer
風炉茶,ふろちゃ,3,summer
噴水,ふんすい,4,summer
仏法僧,ぶっぽうそう,6,summer
蚋,ぶよ,2,summer
ブーゲンビリア,ぶーげんびりあ,7,summer
プール,ぷーる,3,summer
糸瓜の花,へちまのはな,6,summer
蛇,へび,2,summer
蛇苺,へびいちご,5,summer
蛇衣を脱ぐ,へびきぬをぬぐ,7,summer
紅花,べにばな,4,summer
べら,べら,2,summer
鬼灯市,ほおずきいち,6,summer
朴の花,ほおのはな,5,summer
穂肥,ほごえ,3,summer
干飯,ほしいい,4,summer
干草,ほしくさ,4,summer
帆立貝,ほたてがい,5,summer
蛍,ほたる,3,summer
蛍籠,ほたるかご,5,summer
蛍狩,ほたるがり,5,summer
蛍袋,ほたるぶくろ,6,summer
捕虫類,ほちゅうるい,5,summer
布袋草,ほていそう,5,summer
時鳥,ほととぎす,5,summer
鬼灯の花,ほほづきのはな,7,summer
穂絮,ほわた,3,summer
茅舎忌,ぼうしゃき,4,summer
芒種,ぼうしゅ,3,summer
孑孒,ぼうふら,4,summer
牡丹,ぼたん,3,summer
ボート,ぼーと,3,summer
鼓虫,まいまい,4,summer
蠛蠓,まくなぎ,4,summer
甜瓜,まくわうり,5,summer
真菰,まこも,3,summer
松落葉,まつおちば,5,summer
松葉牡丹,まつばぼたん,6,summer
祭,まつり,3,summer
茉莉花,まつりか,4,summer
蝮,まむし,3,summer
豆蒔く,まめまく,4,summer
豆飯,まめめし,4,summer
繭,まゆ,2,summer
マンゴー,まんごー,4,summer
万太郎忌,まんたろうき,6,summer
蜜柑の花,みかんのはな,6,summer
短夜,みじかよ,4,summer
水葵,みずあおい,5,summer
水遊び,みずあそび,5,summer
水中り,みずあたり,5,summer
水機関,みずからくり,6,summer
水貝,みずがい,4,summer
水木の花,みずきのはな,6,summer
水草の花,みずくさのはな,7,summer
水喧嘩,みずげんか,5,summer
水鉄砲,みずてっぽう,6,summer
水芭蕉,みずばしょう,5,summer
水番,みずばん,4,summer
水虫,みずむし,4,summer
水羊羹,みずようかん,6,summer
溝浚へ,みぞさらへ,5,summer
蜜豆,みつまめ,4,summer
緑,みどり,3,summer
水無月,みなづき,4,summer
南風,みなみ,3,summer
三船祭,みふねまつり,6,summer
蚯蚓,みみず,3,summer
都草,みやこぐさ,5,summer
茗荷の子,みょうがのこ,5,summer
百足,むかで,3,summer
麦,むぎ,2,summer
麦打,むぎうち,4,summer
麦刈,むぎかり,4,summer
麦扱,むぎこき,4,summer
麦茶,むぎちゃ,3,summer
麦の秋,むぎのあき,5,summer
麦の黒穂,むぎのくろほ,6,summer
麦笛,むぎぶえ,4,summer
麦飯,むぎめし,4,summer
麦稈,むぎわら,4,summer
葎,むぐら,3,summer
虫送り,むしおくり,5,summer
むしかりの花,むしかりのはな,7,summer
虫歯予防デー,むしばよぼうでー,8,summer
虫干,むしぼし,4,summer
武者人形,むしゃにんぎょう,6,summer
村祭,むらまつり,5,summer
飯饐る,めしすえる,5,summer
眼白,めじろ,3,summer
目高,めだか,3,summer
メロン,めろん,3,summer
藻刈,もかり,3,summer
黐の花,もちのはな,5,summer
藻の花,ものはな,4,summer
灸花,やいとばな,5,summer
灼く,やく,2,summer
矢車菊,やぐるまぎく,6,summer
灼け,やけ,2,summer
夜光虫,やこうちゅう,5,summer
八束忌,やつかき,4,summer
簗,やな,2,summer
破れ傘,やぶれがさ,5,summer
山棟蛇,やまかがし,5,summer
山雀,やまがら,4,summer
やませ,やませ,3,summer
山開,やまびらき,5,summer
山法師の花,やまぼうしのはな,8,summer
天蚕,やままゆ,4,summer
山女,やまめ,3,summer
楊梅,やまもも,4,summer
山桜桃の実,やまもものみ,6,summer
守宮,やもり,3,summer
夕顔,ゆうがお,4,summer
夕立,ゆうだち,4,summer
夕凪,ゆうなぎ,4,summer
夕端居,ゆうはしい,5,summer
夕映,ゆうばえ,4,summer
夕焼,ゆうやけ,4,summer
川床,ゆか,2,summer
浴衣,ゆかた,3,summer
鴨足草,ゆきのした,5,summer
柚子の花,ゆずのはな,5,summer
百合,ゆり,2,summer
百合の木,ゆりのき,4,summer
余花,よか,2,summer
葭切,よしきり,4,summer
葭簀,よしず,3,summer
葭戸,よしど,3,summer
夜濯,よすすぎ,4,summer
夜鷹,よたか,3,summer
夜焚,よたき,3,summer
ヨット,よっと,3,summer
夜釣,よづり,3,summer
夜盗虫,よとうむし,5,summer
呼子鳥,よぶこどり,5,summer
夜振,よぶり,3,summer
夜店,よみせ,3,summer
夜の秋,よるのあき,5,summer
雷鳥,らいちょう,4,summer
辣韮,らっきょう,4,summer
辣韮漬,らっきょうづけ,6,summer
ラベンダー,らべんだー,5,summer
ラムネ,らむね,3,summer
蘭,らん,2,summer
立夏,りっか,3,summer
竜舌蘭,りゅうぜつらん,6,summer
緑蔭,りょくいん,4,summer
緑夜,りょくや,3,summer
林間学校,りんかんがっこう,8,summer
縷紅草,るこうそう,5,summer
冷房,れいぼう,4,summer
老鶯,ろうおう,4,summer
六月,ろくがつ,4,summer
露台,ろだい,3,summer
若楓,わかかえで,5,summer
若竹,わかたけ,4,summer
若葉,わかば,3,summer
病葉,わくらば,4,summer
山葵の花,わさびのはな,6,summer
棉の花,わたのはな,5,summer
藍の花,あいのはな,5,fall
青蜜柑,あおみかん,5,fall
赤い羽根,あかいはね,5,fall
赤蜻蛉,あかとんぼ,5,fall
秋,あき,2,fall
秋袷,あきあわせ,5,fall
秋麗,あきうらら,5,fall
秋扇,あきおうぎ,5,fall
秋収め,あきおさめ,5,fall
秋惜しむ,あきおしむ,5,fall
秋風,あきかぜ,4,fall
秋草,あきくさ,4,fall
秋蚕,あきご,3,fall
秋鯖,あきさば,4,fall
秋寒し,あきさむし,5,fall
秋時雨,あきしぐれ,5,fall
秋簾,あきすだれ,5,fall
秋澄む,あきすむ,4,fall
秋高し,あきたかし,5,fall
秋出水,あきでみず,5,fall
秋茄子,あきなす,4,fall
秋の朝,あきのあさ,5,fall
秋の雨,あきのあめ,5,fall
秋の海,あきのうみ,5,fall
秋の蚊,あきのか,4,fall
秋の蚊帳,あきのかや,5,fall
秋の川,あきのかわ,5,fall
秋の雲,あきのくも,5,fall
秋の暮,あきのくれ,5,fall
秋の声,あきのこえ,5,fall
秋の潮,あきのしお,5,fall
秋の霜,あきのしも,5,fall
秋の蟬,あきのせみ,5,fall
秋の空,あきのそら,5,fall
秋の田,あきのた,4,fall
秋の蝶,あきのちょう,5,fall
秋の七草,あきのななくさ,7,fall
秋の虹,あきのにじ,5,fall
秋の野,あきのの,4,fall
秋の蠅,あきのはえ,5,fall
秋の蜂,あきのはち,5,fall
秋の日,あきのひ,4,fall
秋の灯,あきのひ,4,fall
秋の昼,あきのひる,5,fall
秋の蛍,あきのほたる,6,fall
秋の水,あきのみず,5,fall
秋の山,あきのやま,5,fall
秋の夕焼,あきのゆうやけ,7,fall
秋の夜,あきのよる,5,fall
秋晴,あきばれ,4,fall
秋彼岸,あきひがん,5,fall
秋深し,あきふかし,5,fall
秋遍路,あきへんろ,5,fall
秋蒔,あきまき,4,fall
秋祭,あきまつり,5,fall
秋繭,あきまゆ,4,fall
秋めく,あきめく,4,fall
通草,あけび,3,fall
朝寒,あささむ,4,fall
蘆刈,あしかり,4,fall
蘆の花,あしのはな,5,fall
小豆,あずき,3,fall
温め酒,あたためざけ,6,fall
天の川,あまのがわ,5,fall
粟,あわ,2,fall
阿波踊,あわおどり,5,fall
生身魂,いきみたま,5,fall
幾秋,いくあき,4,fall
十六夜,いざよい,4,fall
一位の実,いちいのみ,5,fall
無花果,いちじく,4,fall
銀杏散る,いちょうちる,5,fall
銀杏黄葉,いちょうもみじ,6,fall
一遍忌,いっぺんき,5,fall
竃馬,いとど,3,fall
蝗,いなご,3,fall
稲雀,いなすずめ,5,fall
稲妻,いなずま,4,fall
犬蓼,いぬたで,4,fall
稲,いね,2,fall
稲刈,いねかり,4,fall
稲扱き,いねこき,4,fall
稲の花,いねのはな,5,fall
牛膝,いのこづち,5,fall
猪,いのしし,4,fall
茨の実,いばらのみ,5,fall
佞武多,いぶた,3,fall
佞,いぶた,3,fall
居待月,いまちづき,5,fall
芋,いも,2,fall
芋嵐,いもあらし,5,fall
芋煮会,いもにかい,5,fall
芋虫,いもむし,4,fall
色変へぬ松,いろかえぬまつ,7,fall
色鳥,いろどり,4,fall
鰯,いわし,3,fall
鰯雲,いわしぐも,5,fall
鰯引く,いわしひく,5,fall
隠元豆,いんげんまめ,6,fall
雨月,うげつ,3,fall
鬱金の花,うこんのはな,6,fall
薄紅葉,うすもみじ,5,fall
大秦の牛祭,うずまさのうしまつり,10,fall
鶉,うづら,3,fall
馬追,うまおい,4,fall
馬肥ゆる,うまこゆる,5,fall
梅擬,うめもどき,5,fall
末枯,うらがれ,4,fall
盂蘭盆会,うらぼんえ,5,fall
漆紅葉,うるしもみじ,6,fall
浮塵子,うんか,3,fall
運動会,うんどうかい,6,fall
エイサー,えいさー,4,fall
枝豆,えだまめ,4,fall
狗尾草,えのころぐさ,6,fall
蝦蔓,えびづる,4,fall
楝の実,おうちのみ,5,fall
苧殻,おがら,3,fall
荻,おぎ,2,fall
晩稲,おくて,3,fall
白粉花,おしろいばな,6,fall
落鮎,おちあゆ,4,fall
落穂,おちぼ,3,fall
男郎花,おとこえし,5,fall
落し水,おとしみず,5,fall
囮,おとり,3,fall
踊,おどり,3,fall
鬼貫忌,おにつらき,5,fall
尾花蛸,おばなたこ,5,fall
女郎花,おみなえし,5,fall
万年青の実,おもとのみ,5,fall
面輪板,おもわいた,5,fall
貝割菜,かいわりな,5,fall
案山子,かがし,3,fall
柿,かき,2,fall
柿紅葉,かきもみじ,5,fall
懸巣,かけす,3,fall
蜉蝣,かげろう,4,fall
樫の実,かしのみ,4,fall
鰍,かじか,3,fall
梶の葉,かじのは,4,fall
風の盆,かぜのぼん,5,fall
門火,かどび,3,fall
鉦叩,かねたたき,5,fall
鹿火屋,かびや,3,fall
南瓜,かぼちゃ,3,fall
蟷螂,かまきり,4,fall
萱,かや,2,fall
萱刈る,かやかる,4,fall
榧の実,かやのみ,4,fall
烏瓜,からすうり,5,fall
雁,かり,2,fall
刈田,かりた,3,fall
雁渡し,かりわたし,5,fall
榠櫨の実,かりんのみ,5,fall
刈萱,かるかや,4,fall
邯鄲,かんたん,4,fall
竿燈,かんとう,4,fall
カンナ,かんな,3,fall
寒露,かんろ,3,fall
桔梗,ききょう,3,fall
菊,きく,2,fall
菊供養,きくくよう,5,fall
菊膾,きくなます,5,fall
菊人形,きくにんぎょう,6,fall
菊枕,きくまくら,5,fall
鬼城忌,きじょうき,4,fall
啄木鳥,きつつき,4,fall
衣被,きぬかつぎ,5,fall
絹雲,きぬぐも,4,fall
砧,きぬた,3,fall
茸,きのこ,3,fall
黍,きび,2,fall
黍嵐,きびあらし,5,fall
休暇明け,きゅうかあけ,5,fall
凶作,きょうさく,4,fall
去来忌,きょらいき,4,fall
霧,きり,2,fall
螽蟖,きりぎりす,5,fall
桐の実,きりのみ,4,fall
桐一葉,きりひとは,5,fall
金柑,きんかん,4,fall
銀杏,ぎんなん,4,fall
九月,くがつ,3,fall
九月尽,くがつじん,5,fall
枸杞の実,くこのみ,4,fall
臭木の花,くさぎのはな,6,fall
臭木の実,くさぎのみ,5,fall
草の市,くさのいち,5,fall
草の花,くさのはな,5,fall
草の穂,くさのほ,4,fall
草の実,くさのみ,4,fall
草雲雀,くさひばり,5,fall
草紅葉,くさもみじ,5,fall
薬掘る,くすりほる,5,fall
葛,くず,2,fall
葛の花,くずのはな,5,fall
葛掘る,くずほる,4,fall
崩れ梁,くずれやな,5,fall
下り梁,くだりやな,5,fall
梔子の実,くちなしのみ,6,fall
轡虫,くつわむし,5,fall
九年母,くねんぼ,4,fall
鞍馬の火祭,くらまのひまつり,8,fall
栗,くり,2,fall
栗虫,くりむし,4,fall
栗飯,くりめし,4,fall
胡桃,くるみ,3,fall
暮の秋,くれのあき,5,fall
茱萸,ぐみ,2,fall
鶏頭,けいとう,4,fall
敬老の日,けいろうのひ,6,fall
螻蛄鳴く,けらなく,4,fall
芸術祭,げいじゅつさい,6,fall
解夏,げげ,2,fall
源義忌,げんよしき,5,fall
柑子,こうじ,3,fall
黄葉,こうよう,4,fall
黄落,こうらく,4,fall
蟋蟀,こおろぎ,4,fall
古酒,こしゅ,2,fall
コスモス,こすもす,4,fall
小鳥狩,ことりがり,5,fall
木の実,このみ,3,fall
細杷,こまざらい,5,fall
牛蒡引く,ごぼうひく,5,fall
胡麻,ごま,2,fall
西鶴忌,さいかくき,5,fall
皀角子,さいかち,4,fall
桜紅葉,さくらもみじ,6,fall
鮭,さけ,2,fall
ささげ,ささげ,3,fall
甘藷,さつまいも,5,fall
